Index,theta,x_upper,x_lower,y_upper,y_lower
A55,3.1416,0.018000000012413003,-0.181999999987587,0.018000000012413003,-1.6960033793486953
A56,1.5708,0.47799889803846896,0.277998898038469,0.47799889803846896,-1.396000000002024
A56,1.7278799999999999,0.43106846325430237,0.23106846325430233,0.43106846325430237,-1.3996936874471164
A56,1.88496,0.3852936440551826,0.18529364405518264,0.3852936440551826,-1.410683453744034
A56,2.04204,0.34180157366830116,0.14180157366830115,0.34180157366830116,-1.4286986931106234
A56,2.1991199999999997,0.30166317620674177,0.10166317620674173,0.30166317620674177,-1.4532958084941563
A56,2.3562,0.265866796840549,0.06586679684054897,0.265866796840549,-1.4838691344539625
A56,2.51328,0.23529386534492897,0.035293865344928954,0.23529386534492897,-1.5196658507242728
A56,2.6703599999999996,0.21069719227258873,0.010697192272588724,0.21069719227258873,-1.5598045192341443
A56,2.82744,0.1926824321729779,-0.0073175678270221145,0.1926824321729779,-1.603296788139393
A56,2.98452,0.18169317029762597,-0.018306829702374044,0.18169317029762597,-1.6490717284387302
A56,3.1416,0.1780000000080955,-0.021999999991904523,0.1780000000080955,-1.6960022039230622
A57,1.5708,0.4779994490192345,0.27799944901923446,0.4779994490192345,-1.5460000000010121
A57,1.7278799999999999,0.4545342316271511,0.25453423162715116,0.4545342316271511,-1.5478468437235584
A57,1.88496,0.4316468220275913,0.23164682202759132,0.4316468220275913,-1.553341726872017
A57,2.04204,0.40990078683415054,0.20990078683415056,0.40990078683415054,-1.5623493465553118
A57,2.1991199999999997,0.3898315881033708,0.18983158810337084,0.3898315881033708,-1.5746479042470782
A57,2.3562,0.3719333984202745,0.17193339842027447,0.3719333984202745,-1.5899345672269813
A57,2.51328,0.3566469326724645,0.15664693267246446,0.3566469326724645,-1.6078329253621364
A57,2.6703599999999996,0.34434859613629437,0.14434859613629436,0.34434859613629437,-1.6279022596170722
A57,2.82744,0.3353412160864889,0.13534121608648894,0.3353412160864889,-1.6496483940696964
A57,2.98452,0.329846585148813,0.12984658514881298,0.329846585148813,-1.672535864219365
A57,3.1416,0.3280000000040477,0.12800000000404774,0.3280000000040477,-1.696001101961531
A58,-3.1416,0.3280000000040477,0.12800000000404774,0.3280000000040477,-0.9359988980384689
A58,-2.98452,0.329846585148813,0.12984658514881298,0.329846585148813,-0.9594641357806349
A58,-2.82744,0.3353412160864889,0.13534121608648894,0.3353412160864889,-0.9823516059303036
A58,-2.67036,0.3443485961362943,0.1443485961362943,0.3443485961362943,-1.0040977403829279
A58,-2.51328,0.3566469326724645,0.15664693267246446,0.3566469326724645,-1.0241670746378637
A58,-2.3562,0.3719333984202745,0.17193339842027447,0.3719333984202745,-1.0420654327730188
A58,-2.1991199999999997,0.3898315881033708,0.18983158810337084,0.3898315881033708,-1.0573520957529219
A58,-2.04204,0.40990078683415054,0.20990078683415056,0.40990078683415054,-1.0696506534446883
A58,-1.88496,0.4316468220275913,0.23164682202759132,0.4316468220275913,-1.078658273127983
A58,-1.7278799999999999,0.4545342316271511,0.25453423162715116,0.4545342316271511,-1.084153156276442
A58,-1.5708,0.4779994490192345,0.27799944901923446,0.4779994490192345,-1.085999999998988
A59,-3.1416,0.1780000000080955,-0.021999999991904523,0.1780000000080955,-0.945997796076938
A59,-2.98452,0.18169317029762597,-0.018306829702374044,0.18169317029762597,-0.9929282715612701
A59,-2.82744,0.1926824321729779,-0.0073175678270221145,0.1926824321729779,-1.0387032118606072
A59,-2.67036,0.21069719227258862,0.010697192272588613,0.21069719227258862,-1.0821954807658556
A59,-2.51328,0.23529386534492897,0.035293865344928954,0.23529386534492897,-1.1223341492757275
A59,-2.3562,0.265866796840549,0.06586679684054897,0.265866796840549,-1.1581308655460376
A59,-2.1991199999999997,0.30166317620674177,0.10166317620674173,0.30166317620674177,-1.188704191505844
A59,-2.04204,0.34180157366830116,0.14180157366830115,0.34180157366830116,-1.213301306889377
A59,-1.88496,0.3852936440551826,0.18529364405518264,0.3852936440551826,-1.231316546255966
A59,-1.7278799999999999,0.43106846325430237,0.23106846325430233,0.43106846325430237,-1.2423063125528837
A59,-1.5708,0.47799889803846896,0.277998898038469,0.47799889803846896,-1.2459999999979763
A60,-3.1416,0.018000000012413003,-0.181999999987587,0.018000000012413003,-0.9359966206513048
A60,-2.98452,0.02366286112302643,-0.17633713887697358,0.02366286112302643,-1.0079566830606141
A60,-2.82744,0.040513062665232774,-0.15948693733476724,0.040513062665232774,-1.0781449248529311
A60,-2.67036,0.06813569481796924,-0.13186430518203077,0.06813569481796924,-1.1448330705076453
A60,-2.51328,0.10585059352889106,-0.09414940647110895,0.10585059352889106,-1.2063790288894487
A60,-2.3562,0.15272908848884173,-0.04727091151115828,0.15272908848884173,-1.261267327170591
A60,-2.1991199999999997,0.20761687018367062,0.007616870183670604,0.20761687018367062,-1.3081464269756276
A60,-2.04204,0.26916241295806176,0.06916241295806175,0.26916241295806176,-1.3458620038970446
A60,-1.88496,0.33585025421794673,0.13585025421794672,0.33585025421794673,-1.3734853709258148
A60,-1.7278799999999999,0.40603831032326354,0.20603831032326356,0.40603831032326354,-1.3903363459144218
A60,-1.5708,0.47799831032565243,0.2779983103256525,0.47799831032565243,-1.3959999999968968
A61,-3.1416,-0.13199999998353926,-0.33199999998353924,-0.13199999998353926,-0.9359955186897739
A61,-2.98452,-0.12449055372816051,-0.3244905537281605,-0.12449055372816051,-1.031420818841249
A61,-2.82744,-0.10214572124827823,-0.3021457212482782,-0.10214572124827823,-1.1244965307832349
A61,-2.67036,-0.06551570904573642,-0.2655157090457364,-0.06551570904573642,-1.2129308108905732
A61,-2.51328,-0.015502473798644473,-0.21550247379864448,-0.015502473798644473,-1.2945461035273125
A61,-2.3562,0.04666248690911626,-0.15333751309088375,0.04666248690911626,-1.3673327599436098
A61,-2.1991199999999997,0.11944845828704151,-0.0805515417129585,0.11944845828704151,-1.4294985227285495
A61,-2.04204,0.20106319979221235,0.0010631997922123382,0.20106319979221235,-1.4795126573417328
A61,-1.88496,0.28949707624553805,0.08949707624553804,0.28949707624553805,-1.5161436440537979
A61,-1.7278799999999999,0.3825725419504147,0.1825725419504147,0.3825725419504147,-1.5384895021908638
A61,-1.5708,0.477997759344887,0.2779977593448869,0.477997759344887,-1.5459999999958849
A62,0.0,0.32799999999999996,0.12799999999999997,0.32799999999999996,-1.6960000000000002
A62,0.15708,0.32048985271142494,0.12048985271142496,0.32048985271142494,-1.6005747550185727
A62,0.31416,0.29814433645978533,0.09814433645978535,0.29814433645978533,-1.507499207233404
A62,0.47124,0.261513674583734,0.061513674583733996,0.261513674583734,-1.4190651962275476
A62,0.62832,0.21149983975857287,0.011499839758572855,0.21149983975857287,-1.3374502710107525
A62,0.7854,0.14933434433185414,-0.050665655668145876,0.14933434433185414,-1.2646640712857213
A62,0.94248,0.07654791626069882,-0.1234520837393012,0.07654791626069882,-1.2024988432180623
A62,1.0995599999999999,-0.005067192666618786,-0.2050671926666188,-0.005067192666618786,-1.1524853081815984
A62,1.25664,-0.09350133822381276,-0.29350133822381275,-0.09350133822381276,-1.1158549711420545
A62,1.41372,-0.18657696808801807,-0.3865769680880181,-0.18657696808801807,-1.093509796776143
A62,1.5708,-0.28200224065511303,-0.4820022406551131,-0.28200224065511303,-1.0860000000041155
A63,0.0,0.17800000000000002,-0.021999999999999992,0.17800000000000002,-1.6960000000000002
A63,0.15708,0.17233661024140248,-0.02766338975859753,0.17233661024140248,-1.6240399791943336
A63,0.31416,0.15548589306803492,-0.044514106931965086,0.15548589306803492,-1.553851861192403
A63,0.47124,0.12786277099756996,-0.07213722900243005,0.12786277099756996,-1.4871639184666752
A63,0.62832,0.09014742014580909,-0.10985257985419092,0.09014742014580909,-1.4256182371556494
A63,0.7854,0.0432685219551687,-0.1567314780448313,0.0432685219551687,-1.3707302832646424
A63,0.94248,-0.011619604131276301,-0.2116196041312763,-0.011619604131276301,-1.3238515866890306
A63,1.0995599999999999,-0.07316542397810596,-0.27316542397810595,-0.07316542397810596,-1.286136461907435
A63,1.25664,-0.13985346816877683,-0.3398534681687768,-0.13985346816877683,-1.2585135847956477
A63,1.41372,-0.2100416480663743,-0.41004164806637433,-0.2100416480663743,-1.241663125437747
A63,1.5708,-0.2820016896743476,-0.48200168967434753,-0.2820016896743476,-1.2360000000031035
A64,0.0,0.017999999999999988,-0.18200000000000002,0.017999999999999988,-1.6960000000000002
A64,0.15708,0.014306484940045078,-0.18569351505995493,0.014306484940045078,-1.6490695516484786
A64,0.31416,0.003316886783501033,-0.19668311321649898,0.003316886783501033,-1.603294692082002
A64,0.47124,-0.014698192827671791,-0.2146981928276718,-0.014698192827671791,-1.5598025555217447
A64,0.62832,-0.03929516077447237,-0.23929516077447238,-0.03929516077447237,-1.5196640677102062
A64,0.7854,-0.06986835524662913,-0.2698683552466291,-0.06986835524662913,-1.483867576042158
A64,0.94248,-0.10566495921604976,-0.30566495921604975,-0.10566495921604976,-1.4532945130580635
A64,1.0995599999999999,-0.14580353737702564,-0.3458035373770256,-0.14580353737702564,-1.4286976925483272
A64,1.25664,-0.18929574011007186,-0.38929574011007184,-0.18929574011007186,-1.4106827726928137
A64,1.41372,-0.23507064004328757,-0.43507064004328755,-0.23507064004328757,-1.3996933426767917
A64,1.5708,-0.28200110196153105,-0.482001101961531,-0.28200110196153105,-1.396000000002024
A65,0.0,-0.132,-0.332,-0.132,-1.6960000000000002
A65,0.15708,-0.13384675752997746,-0.3338467575299775,-0.13384675752997746,-1.6725347758242393
A65,0.31416,-0.13934155660824948,-0.3393415566082495,-0.13934155660824948,-1.649647346041001
A65,0.47124,-0.1483490964138359,-0.34834909641383593,-0.1483490964138359,-1.6279012777608726
A65,0.62832,-0.16064758038723617,-0.3606475803872362,-0.16064758038723617,-1.6078320338551033
A65,0.7854,-0.17593417762331456,-0.3759341776233146,-0.17593417762331456,-1.589933788021079
A65,0.94248,-0.19383247960802488,-0.3938324796080249,-0.19383247960802488,-1.574647256529032
A65,1.0995599999999999,-0.21390176868851282,-0.4139017686885128,-0.21390176868851282,-1.5623488462741637
A65,1.25664,-0.23564787005503593,-0.4356478700550359,-0.23564787005503593,-1.553341386346407
A65,1.41372,-0.2585353200216438,-0.45853532002164377,-0.2585353200216438,-1.5478466713383958
A65,1.5708,-0.2820005509807655,-0.48200055098076555,-0.2820005509807655,-1.5460000000010121
A66,-1.5708,-0.2820005509807655,-0.48200055098076555,-0.2820005509807655,-1.085999999998988
A66,-1.41372,-0.2585353200216438,-0.45853532002164377,-0.2585353200216438,-1.0841533286616043
A66,-1.25664,-0.23564787005503593,-0.4356478700550359,-0.23564787005503593,-1.0786586136535932
A66,-1.0995599999999999,-0.21390176868851282,-0.4139017686885128,-0.21390176868851282,-1.0696511537258366
A66,-0.94248,-0.19383247960802488,-0.3938324796080249,-0.19383247960802488,-1.0573527434709684
A66,-0.7854,-0.17593417762331456,-0.3759341776233146,-0.17593417762331456,-1.042066211978921
A66,-0.62832,-0.16064758038723617,-0.3606475803872362,-0.16064758038723617,-1.024167966144897
A66,-0.4712400000000001,-0.14834909641383592,-0.34834909641383593,-0.14834909641383592,-1.0040987222391278
A66,-0.31416,-0.13934155660824948,-0.3393415566082495,-0.13934155660824948,-0.9823526539589991
A66,-0.1570799999999999,-0.13384675752997746,-0.3338467575299775,-0.13384675752997746,-0.9594652241757607
A66,0.0,-0.132,-0.332,-0.132,-0.9359999999999999
A67,-1.5708,-0.28200110196153105,-0.482001101961531,-0.28200110196153105,-1.235999999997976
A67,-1.41372,-0.23507064004328757,-0.43507064004328755,-0.23507064004328757,-1.2323066573232087
A67,-1.25664,-0.18929574011007186,-0.38929574011007184,-0.18929574011007186,-1.2213172273071864
A67,-1.0995599999999999,-0.14580353737702564,-0.3458035373770256,-0.14580353737702564,-1.203302307451673
A67,-0.94248,-0.10566495921604976,-0.30566495921604975,-0.10566495921604976,-1.1787054869419367
A67,-0.7854,-0.06986835524662913,-0.2698683552466291,-0.06986835524662913,-1.148132423957842
A67,-0.62832,-0.03929516077447237,-0.23929516077447238,-0.03929516077447237,-1.1123359322897939
A67,-0.4712400000000001,-0.014698192827671847,-0.21469819282767186,-0.014698192827671847,-1.0721974444782554
A67,-0.31416,0.003316886783501033,-0.19668311321649898,0.003316886783501033,-1.0287053079179982
A67,-0.1570799999999999,0.014306484940045078,-0.18569351505995493,0.014306484940045078,-0.9829304483515217
A67,0.0,0.017999999999999988,-0.18200000000000002,0.017999999999999988,-0.9359999999999999
A68,-1.5708,-0.2820016896743476,-0.48200168967434753,-0.2820016896743476,-1.3959999999968968
A68,-1.41372,-0.2100416480663743,-0.41004164806637433,-0.2100416480663743,-1.390336874562253
A68,-1.25664,-0.13985346816877683,-0.3398534681687768,-0.13985346816877683,-1.3734864152043524
A68,-1.0995599999999999,-0.07316542397810596,-0.27316542397810595,-0.07316542397810596,-1.3458635380925654
A68,-0.94248,-0.011619604131276301,-0.2116196041312763,-0.011619604131276301,-1.3081484133109695
A68,-0.7854,0.0432685219551687,-0.1567314780448313,0.0432685219551687,-1.261269716735358
A68,-0.62832,0.09014742014580909,-0.10985257985419092,0.09014742014580909,-1.2063817628443507
A68,-0.4712400000000001,0.1278627709975699,-0.07213722900243011,0.1278627709975699,-1.1448360815333252
A68,-0.31416,0.15548589306803492,-0.044514106931965086,0.15548589306803492,-1.0781481388075973
A68,-0.1570799999999999,0.17233661024140248,-0.02766338975859753,0.17233661024140248,-1.0079600208056665
A68,0.0,0.17800000000000002,-0.021999999999999992,0.17800000000000002,-0.9359999999999999
A69,-1.5708,-0.28200224065511303,-0.4820022406551131,-0.28200224065511303,-1.5459999999958849
A69,-1.41372,-0.18657696808801807,-0.3865769680880181,-0.18657696808801807,-1.5384902032238572
A69,-1.25664,-0.09350133822381276,-0.29350133822381275,-0.09350133822381276,-1.5161450288579457
A69,-1.0995599999999999,-0.005067192666618786,-0.2050671926666188,-0.005067192666618786,-1.479514691818402
A69,-0.94248,0.07654791626069882,-0.1234520837393012,0.07654791626069882,-1.429501156781938
A69,-0.7854,0.14933434433185414,-0.050665655668145876,0.14933434433185414,-1.367335928714279
A69,-0.62832,0.21149983975857287,0.011499839758572855,0.21149983975857287,-1.2945497289892476
A69,-0.4712400000000001,0.261513674583734,0.061513674583733996,0.261513674583734,-1.2129348037724528
A69,-0.31416,0.29814433645978533,0.09814433645978535,0.29814433645978533,-1.1245007927665962
A69,-0.1570799999999999,0.32048985271142494,0.12048985271142496,0.32048985271142494,-1.0314252449814274
A69,0.0,0.32799999999999996,0.12799999999999997,0.32799999999999996,-0.9359999999999999
A70,-2.1996,-1.088453301486706,-1.2884533014867061,-1.088453301486706,-1.488619521874151
A70,-2.1367200000000004,-1.0728587134076624,-1.2728587134076625,-1.0728587134076624,-1.4992281072883331
A70,-2.07384,-1.0566283164973218,-1.256628316497322,-1.0566283164973218,-1.5088357853625538
A70,-2.0109600000000003,-1.0398262628893955,-1.2398262628893957,-1.0398262628893955,-1.5174045808672565
A70,-1.94808,-1.0225189642431678,-1.222518964243168,-1.0225189642431678,-1.524900624851608
A70,-1.8852000000000002,-1.0047748292453185,-1.2047748292453186,-1.0047748292453185,-1.5312942885136365
A70,-1.8223200000000002,-0.9866639932183073,-1.1866639932183074,-0.9866639932183073,-1.5365603003107902
A70,-1.7594400000000001,-0.9682580409040747,-1.1682580409040748,-0.9682580409040747,-1.5406778458480301
A70,-1.69656,-0.9496297235187777,-1.1496297235187778,-0.9496297235187777,-1.543630650148637
A70,-1.63368,-0.9308526711969286,-1.1308526711969287,-0.9308526711969286,-1.54540704198255
A70,-1.5708,-0.912001101961531,-1.112001101961531,-0.912001101961531,-1.545999999997976
A71,1.1233,-1.0936173495592878,-1.293617349559288,-1.0936173495592878,-1.493482042308733
A71,1.15927,-1.1259913976799005,-1.3259913976799007,-1.1259913976799005,-1.4786537668075757
A71,1.19524,-1.1588777626853284,-1.3588777626853286,-1.1588777626853284,-1.4649993264022076
A71,1.23121,-1.1922338994389912,-1.3922338994389913,-1.1922338994389912,-1.4525363858613523
A71,1.26718,-1.2260166550599392,-1.4260166550599394,-1.2260166550599392,-1.4412810685086845
A71,1.30315,-1.260182324749795,-1.4601823247497951,-1.260182324749795,-1.4312479353640664
A71,1.33912,-1.2946867083337124,-1.4946867083337125,-1.2946867083337124,-1.4224499663059333
A71,1.3750900000000001,-1.3294851674422046,-1.5294851674422048,-1.3294851674422046,-1.4148985432792083
A71,1.41106,-1.3645326832598663,-1.5645326832598665,-1.3645326832598663,-1.408603435570463
A71,1.44703,-1.399783914766278,-1.5997839147662782,-1.399783914766278,-1.4035727871693786
A71,1.483,-1.4351932573937471,-1.6351932573937473,-1.4351932573937471,-1.3998131062328543
A72,1.5708,-1.7020005509807654,-1.9020005509807656,-1.7020005509807654,-1.396000000001012
A72,1.7278799999999999,-1.7254657683728487,-1.9254657683728489,-1.7254657683728487,-1.397846843723558
A72,1.88496,-1.7483531779724086,-1.9483531779724088,-1.7483531779724086,-1.403341726872017
A72,2.04204,-1.7700992131658493,-1.9700992131658495,-1.7700992131658493,-1.4123493465553116
A72,2.1991199999999997,-1.790168411896629,-1.9901684118966292,-1.790168411896629,-1.424647904247078
A72,2.3562,-1.8080666015797255,-2.0080666015797255,-1.8080666015797255,-1.4399345672269812
A72,2.51328,-1.8233530673275355,-2.0233530673275357,-1.8233530673275355,-1.4578329253621363
A72,2.6703599999999996,-1.8356514038637055,-2.0356514038637057,-1.8356514038637055,-1.4779022596170721
A72,2.82744,-1.844658783913511,-2.044658783913511,-1.844658783913511,-1.4996483940696965
A72,2.98452,-1.850153414851187,-2.050153414851187,-1.850153414851187,-1.522535864219365
A72,3.1416,-1.8519999999959522,-2.051999999995952,-1.8519999999959522,-1.546001101961531
A73,1.5708,-1.7020011019615309,-1.902001101961531,-1.7020011019615309,-1.246000000002024
A73,1.7278799999999999,-1.7489315367456977,-1.9489315367456979,-1.7489315367456977,-1.2496936874471163
A73,1.88496,-1.7947063559448173,-1.9947063559448175,-1.7947063559448173,-1.260683453744034
A73,2.04204,-1.8381984263316988,-2.038198426331699,-1.8381984263316988,-1.2786986931106232
A73,2.1991199999999997,-1.8783368237932583,-2.0783368237932582,-1.8783368237932583,-1.3032958084941562
A73,2.3562,-1.9141332031594511,-2.1141332031594513,-1.9141332031594511,-1.3338691344539626
A73,2.51328,-1.9447061346550711,-2.1447061346550713,-1.9447061346550711,-1.3696658507242727
A73,2.6703599999999996,-1.969302807727411,-2.1693028077274112,-1.969302807727411,-1.4098045192341444
A73,2.82744,-1.9873175678270223,-2.1873175678270225,-1.9873175678270223,-1.4532967881393928
A73,2.98452,-1.9983068297023738,-2.198306829702374,-1.9983068297023738,-1.49907172843873
A73,3.1416,-2.0019999999919045,-2.2019999999919047,-2.0019999999919045,-1.546002203923062
A74,-3.1416,-2.0019999999919045,-2.2019999999919047,-2.0019999999919045,-1.085997796076938
A74,-2.98452,-1.9983068297023738,-2.198306829702374,-1.9983068297023738,-1.13292827156127
A74,-2.82744,-1.9873175678270223,-2.1873175678270225,-1.9873175678270223,-1.1787032118606073
A74,-2.67036,-1.9693028077274115,-2.1693028077274117,-1.9693028077274115,-1.2221954807658557
A74,-2.51328,-1.9447061346550711,-2.1447061346550713,-1.9447061346550711,-1.2623341492757274
A74,-2.3562,-1.9141332031594511,-2.1141332031594513,-1.9141332031594511,-1.2981308655460375
A74,-2.1991199999999997,-1.8783368237932583,-2.0783368237932582,-1.8783368237932583,-1.328704191505844
A74,-2.04204,-1.8381984263316988,-2.038198426331699,-1.8381984263316988,-1.3533013068893769
A74,-1.88496,-1.7947063559448173,-1.9947063559448175,-1.7947063559448173,-1.3713165462559662
A74,-1.7278799999999999,-1.7489315367456977,-1.9489315367456979,-1.7489315367456977,-1.3823063125528838
A74,-1.5708,-1.7020011019615309,-1.902001101961531,-1.7020011019615309,-1.3859999999979762
A75,-3.1416,-1.8519999999959522,-2.051999999995952,-1.8519999999959522,-1.085998898038469
A75,-2.98452,-1.850153414851187,-2.050153414851187,-1.850153414851187,-1.1094641357806352
A75,-2.82744,-1.844658783913511,-2.044658783913511,-1.844658783913511,-1.1323516059303036
A75,-2.67036,-1.8356514038637057,-2.0356514038637057,-1.8356514038637057,-1.154097740382928
A75,-2.51328,-1.8233530673275355,-2.0233530673275357,-1.8233530673275355,-1.1741670746378639
A75,-2.3562,-1.8080666015797255,-2.0080666015797255,-1.8080666015797255,-1.192065432773019
A75,-2.1991199999999997,-1.790168411896629,-1.9901684118966292,-1.790168411896629,-1.207352095752922
A75,-2.04204,-1.7700992131658493,-1.9700992131658495,-1.7700992131658493,-1.2196506534446885
A75,-1.88496,-1.7483531779724086,-1.9483531779724088,-1.7483531779724086,-1.2286582731279831
A75,-1.7278799999999999,-1.7254657683728487,-1.9254657683728489,-1.7254657683728487,-1.234153156276442
A75,-1.5708,-1.7020005509807654,-1.9020005509807656,-1.7020005509807654,-1.2359999999989881
A76,-1.483,-1.4351932573937471,-1.6351932573937473,-1.4351932573937471,-1.2421868937671459
A76,-1.44703,-1.399783914766278,-1.5997839147662782,-1.399783914766278,-1.2384272128306217
A76,-1.41106,-1.3645326832598663,-1.5645326832598665,-1.3645326832598663,-1.2333965644295373
A76,-1.3750900000000001,-1.3294851674422046,-1.5294851674422048,-1.3294851674422046,-1.2271014567207918
A76,-1.33912,-1.2946867083337124,-1.4946867083337125,-1.2946867083337124,-1.2195500336940668
A76,-1.30315,-1.260182324749795,-1.4601823247497951,-1.260182324749795,-1.2107520646359338
A76,-1.26718,-1.2260166550599392,-1.4260166550599394,-1.2260166550599392,-1.2007189314913156
A76,-1.23121,-1.1922338994389912,-1.3922338994389913,-1.1922338994389912,-1.1894636141386479
A76,-1.19524,-1.1588777626853284,-1.3588777626853286,-1.1588777626853284,-1.1770006735977925
A76,-1.15927,-1.1259913976799005,-1.3259913976799007,-1.1259913976799005,-1.1633462331924245
A76,-1.1233,-1.0936173495592878,-1.293617349559288,-1.0936173495592878,-1.1485179576912672
A77,1.5708,-0.912001101961531,-1.112001101961531,-0.912001101961531,-1.096000000002024
A77,1.63368,-0.9308526711969286,-1.1308526711969287,-0.9308526711969286,-1.09659295801745
A77,1.69656,-0.9496297235187777,-1.1496297235187778,-0.9496297235187777,-1.0983693498513631
A77,1.7594400000000001,-0.9682580409040747,-1.1682580409040748,-0.9682580409040747,-1.10132215415197
A77,1.82232,-0.9866639932183073,-1.1866639932183074,-0.9866639932183073,-1.10543969968921
A77,1.8852000000000002,-1.0047748292453185,-1.2047748292453186,-1.0047748292453185,-1.1107057114863639
A77,1.94808,-1.0225189642431678,-1.222518964243168,-1.0225189642431678,-1.1170993751483922
A77,2.01096,-1.0398262628893953,-1.2398262628893955,-1.0398262628893953,-1.1245954191327436
A77,2.07384,-1.0566283164973218,-1.256628316497322,-1.0566283164973218,-1.1331642146374463
A77,2.1367200000000004,-1.0728587134076624,-1.2728587134076625,-1.0728587134076624,-1.142771892711667
A77,2.1996,-1.088453301486706,-1.2884533014867061,-1.088453301486706,-1.1533804781258492
A78,-3.1416,0.8080000000124129,0.6080000000124129,0.8080000000124129,-0.6359966206513049
A78,-2.98452,0.8136628611230263,0.6136628611230264,0.8136628611230263,-0.7079566830606141
A78,-2.82744,0.8305130626652327,0.6305130626652328,0.8305130626652327,-0.7781449248529312
A78,-2.67036,0.8581356948179691,0.6581356948179692,0.8581356948179691,-0.8448330705076453
A78,-2.51328,0.895850593528891,0.695850593528891,0.895850593528891,-0.9063790288894488
A78,-2.3562,0.9427290884888416,0.7427290884888417,0.9427290884888416,-0.9612673271705909
A78,-2.1991199999999997,0.9976168701836705,0.7976168701836706,0.9976168701836705,-1.0081464269756275
A78,-2.04204,1.0591624129580617,0.8591624129580617,1.0591624129580617,-1.0458620038970445
A78,-1.88496,1.1258502542179467,0.9258502542179466,1.1258502542179467,-1.0734853709258148
A78,-1.7278799999999999,1.1960383103232635,0.9960383103232634,1.1960383103232635,-1.090336345914422
A78,-1.5708,1.2679983103256525,1.0679983103256523,1.2679983103256525,-1.0959999999968968
A79,2.5932,2.8573046181293127,2.6573046181293125,2.8573046181293127,0.18925043948848783
A79,2.64804,2.8313774428961795,2.6313774428961794,2.8313774428961795,0.14406965788093762
A79,2.70288,2.807965717245054,2.6079657172450537,2.807965717245054,0.0975356644538185
A79,2.75772,2.787139832554943,2.587139832554943,2.787139832554943,0.04978837166026884
A79,2.81256,2.7689624054293485,2.5689624054293483,2.7689624054293485,0.0009713399466091399
A79,2.8674,2.753488089428681,2.5534880894286807,2.753488089428681,-0.04876865388682666
A79,2.92224,2.7407634107449304,2.54076341074493,2.7407634107449304,-0.09928205799538045
A79,2.97708,2.730826628312673,2.530826628312673,2.730826628312673,-0.15041699514340795
A79,3.03192,2.723707618777001,2.5237076187770007,2.723707618777001,-0.20201971934930393
A79,3.08676,2.7194277866642556,2.5194277866642554,2.7194277866642556,-0.2539350781492339
A79,3.1416,2.718000000025636,2.5180000000256357,2.718000000025636,-0.3060069790896963
A80,2.5932,2.7293000841497306,2.5293000841497304,2.7293000841497306,0.2674478773024598
A80,2.64804,2.6992791444061024,2.499279144406102,2.6992791444061024,0.2151332880726647
A80,2.70288,2.6721708304942724,2.472170830494272,2.6721708304942724,0.1612518219991583
A80,2.75772,2.648056648221513,2.4480566482215127,2.648056648221513,0.10596548297504815
A80,2.81256,2.627009101023456,2.427009101023456,2.627009101023456,0.04944049888554747
A80,2.8674,2.6090914719700513,2.409091471970051,2.6090914719700513,-0.008153178184746646
A80,2.92224,2.59435763349413,2.39435763349413,2.59435763349413,-0.06664238294201946
A80,2.97708,2.5828518854146734,2.382851885414673,2.5828518854146734,-0.12585125753447235
A80,3.03192,2.57460882174179,2.37460882174179,2.57460882174179,-0.185601780299194
A80,3.08676,2.5696532266638745,2.3696532266638743,2.5696532266638745,-0.2457143010149024
A80,3.1416,2.5680000000296834,2.3680000000296832,2.5680000000296834,-0.30600808105122734
A81,-0.5484,2.858549435323069,2.658549435323069,2.858549435323069,0.19599326204491538
A81,-0.33648,2.9137928452437376,2.7137928452437374,2.9137928452437376,0.31259841270208033
A81,-0.12455999999999995,2.943273981119965,2.7432739811199647,2.943273981119965,0.4382147258420962
A81,0.0873600000000001,2.945673790261433,2.7456737902614328,2.945673790261433,0.5672218435353756
A81,0.2992800000000001,2.920884899780015,2.720884899780015,2.920884899780015,0.6938476955883564
A81,0.5112000000000001,2.8700164206956114,2.670016420695611,2.8700164206956114,0.8124267550174255
A81,0.7231200000000002,2.7953443238008804,2.59534432380088,2.7953443238008804,0.9176535265386835
A81,0.9350400000000001,2.700209607580895,2.500209607580895,2.700209607580895,1.0048199264252564
A81,1.1469600000000002,2.5888688143852945,2.3888688143852943,2.5888688143852945,1.0700259328205084
A81,1.3588800000000003,2.4663035830974454,2.266303583097445,2.4663035830974454,1.1103540815357573
A81,1.5708,2.337997759344887,2.137997759344887,2.337997759344887,1.1239999999958847
A82,-0.5484,2.7305454758173964,2.530545475817396,2.7305454758173964,0.27419164023059195
A82,-0.33648,2.7722044406756052,2.572204440675605,2.7722044406756052,0.3621233931851753
A82,-0.12455999999999995,2.7944361169101373,2.594436116910137,2.7944361169101373,0.45685044899567917
A82,0.0873600000000001,2.7962458090496054,2.5962458090496052,2.7962458090496054,0.554134504961103
A82,0.2992800000000001,2.7775525473750933,2.577552547375093,2.7775525473750933,0.6496228524108917
A82,0.5112000000000001,2.739192710688494,2.5391927106884937,2.739192710688494,0.739043126734452
A82,0.7231200000000002,2.6828826048334506,2.4828826048334505,2.6828826048334506,0.8183944626357286
A82,0.9350400000000001,2.611141671290511,2.411141671290511,2.611141671290511,0.8841265018944556
A82,1.1469600000000002,2.527179761667599,2.327179761667599,2.527179761667599,0.9332982444220229
